Feature,AM1,AM2,AM3,FM3,FM4,FM5
Bok,474,529,492,437,491,417
Bola1,158,204,152,263,246,215
Bola2,714,878,643,624,623,501
Bola3,340,311,276,119,114,94
Boll,2,0,2,1,0,1
Bop1,1020,1226,1036,1283,1282,1187
Bpgm,1370,1524,1521,1097,1131,1007
Bphl,392,394,431,177,180,168
Bpi,0,2,1,0,1,0
Bpil1,0,0,0,0,0,0
Bpil2,2,3,6,2,0,0
Bpil3,0,0,0,0,0,0
Bpnt1,1186,1412,1209,576,534,490
Bptf,3423,3515,3274,6029,4850,5378
Braf,1567,1342,1422,946,725,1015
Brap,1598,1821,1780,1420,1317,1284
Brca1,46,49,39,328,211,239
Brca2,145,159,161,444,334,473
Brcc3,626,493,539,477,454,531
Brd1,1597,1563,1464,3030,2440,2637
Brd2,1867,2067,1714,2281,2135,2112
Brd3,1496,1524,1382,6086,5260,5172
Brd4,2966,3317,2892,4782,4297,4285
Brd7,1060,1056,990,1601,1547,1538
Brd8,1271,1345,1510,3373,2947,3396
Brd9,1347,1496,1570,2311,2462,2253
Brdt,365,317,323,124,153,140
Bre,331,360,292,227,257,232
Brf1,965,1066,1031,1599,1389,1325
Brf2,325,323,324,283,293,259
Bri3,420,359,388,379,392,372
Bri3bp,738,796,686,694,546,626
Brip1,7,5,6,98,77,104
Brix1,345,357,284,499,494,544
Brms1,510,505,575,586,488,410
Brms1l,1428,1593,1486,1343,1360,1376
Brp16,130,151,135,320,313,307
Brp44,1094,1170,915,503,559,578
Brp44l,1138,1358,1081,615,675,841
Brpf1,795,899,954,1454,1165,1262
Brpf3,947,1017,901,818,663,715
Brs3,0,2,4,5,1,1
Brsk1,6532,6989,5834,3747,3569,3206
Brsk2,4300,4914,4402,4422,3888,3940
Brunol5,5711,5895,5592,6866,6643,6311
Brunol6,531,796,522,703,664,615
Brwd1,4049,3998,4245,5510,4339,5412
Brwd2,1196,1327,1427,1739,1576,1739
Brwd3,318,346,308,888,628,866
Bscl2,1501,1987,1585,1048,1012,1045
Bsdc1,1386,1397,1381,1318,1200,1050
Bsg,8335,10133,8605,4609,4632,4355
Bsn,14867,16412,15141,5238,4011,4809
Bsnd,0,0,0,0,0,0
Bsph1,2,0,0,0,0,0
Bspry,9,17,13,4,8,5
Bst1,4,2,4,0,0,0
Bst2,42,51,57,5,11,9
Bsx,4,2,2,2,0,0
Btaf1,1018,1001,999,1576,1323,1702
Btbd1,933,830,779,856,688,879
Btbd10,1812,1321,1799,1123,1135,1372
Btbd11,807,894,792,625,563,625
Btbd12,611,792,598,1281,1173,1186
Btbd16,11,36,16,1,0,3
Btbd17,421,601,484,258,187,203
Btbd19,106,80,115,38,54,23
Btbd2,1796,2147,1808,1665,1623,1602
Btbd3,4920,3669,4533,1465,1334,1793
Btbd6,870,960,964,550,494,524
Btbd7,362,364,373,1080,756,1000
Btbd9,669,621,702,799,755,787
Btc,4,5,3,0,2,2
Btd,139,173,163,146,137,114
Btf3,1003,792,811,1945,1968,1787
Btf3l4,1283,1075,1182,1844,1679,1956
Btg1,512,519,426,1588,1419,1518
Btg2,374,631,263,482,393,379
Btg3,292,228,275,133,97,99
Btg4,0,0,0,0,3,0
Btk,22,24,25,7,2,9
Btla,15,15,13,1,2,2
Btn1a1,2,3,2,4,3,3
Btn2a2,17,20,30,2,2,2
Btn3a3,0,0,2,0,0,0
Btnl1,0,0,0,0,0,1
Btnl2,0,0,1,0,0,0
Btnl5,0,2,0,0,0,0
Btnl6,0,0,0,0,0,0
Btnl7,0,0,3,2,0,1
Btnl9,6,5,1,1,0,3
Btrc,1790,1927,1945,1374,1262,1306
Bub1,3,5,5,328,198,274
Bub1b,87,43,38,1005,613,726
Bub3,753,862,863,1331,1149,1165
Bud13,240,238,230,375,360,369
Bud31,516,500,455,694,662,622
Butr1,4,0,2,4,0,0
Bves,20,20,21,7,2,6
Bysl,535,622,550,734,742,645
Bzrap1,6408,7791,7332,4118,3626,3395
Bzrpl1,2,3,1,22,14,11
Bzw1,2706,2551,2258,4696,4202,5450
Bzw2,463,504,440,4278,4302,4015
C030006K11Rik,281,316,273,178,164,182
C030016D13Rik,6,10,13,11,8,12
C030017K20Rik,32,31,58,3,3,2
C030019I05Rik,144,139,151,111,76,79
C030030A07Rik,161,156,111,14,10,7
C030034I22Rik,42,26,24,34,33,46
C030039L03Rik,291,284,300,299,337,358
C030046E11Rik,1378,1231,1442,1757,1578,1879
C030046I01Rik,5249,5642,5255,3439,3296,2890
C030048B08Rik,213,140,170,170,164,190
C130022K22Rik,475,396,380,500,536,498
C130026I21Rik,9,3,3,8,9,6
C130026L21Rik,92,86,65,29,26,41
C130039O16Rik,707,735,624,614,411,525
C130040N14Rik,12,7,17,10,15,15
C130050O18Rik,6,17,8,4,2,6
C130060K24Rik,22,27,12,3,5,8
C130073F10Rik,0,0,0,0,0,0
C130074G19Rik,1405,1551,1607,177,182,161
C130079G13Rik,0,0,0,0,0,0
C1d,518,519,569,660,773,727
C1galt1,220,175,119,133,90,153
C1galt1c1,367,336,298,112,117,169
C1qa,1174,1025,971,85,92,84
C1qb,1051,842,997,98,93,89
C1qbp,969,920,874,1097,1016,996
C1qc,745,831,867,105,86,86
C1ql1,184,236,180,39,39,21
C1ql2,246,271,189,9,7,5
C1ql3,2020,1713,1590,130,115,124
C1ql4,5,8,1,2,2,2
C1qtnf1,64,77,57,68,69,58
C1qtnf2,19,18,13,31,33,27
C1qtnf3,4,3,2,1,0,2
C1qtnf4,2737,3771,2352,827,830,841
C1qtnf5,0,0,0,0,0,0
C1qtnf6,40,69,50,119,81,94
C1qtnf7,25,16,18,0,0,0
C1qtnf9,29,7,10,2,1,3
C1rb,90,64,128,2,3,2
C1rl,8,7,12,0,3,1
C1s,35,18,36,2,16,8
C2,72,31,63,24,18,13
C230013L11Rik,7,5,9,5,2,4
C230029F24Rik,0,0,0,0,0,0
C230052I12Rik,92,85,72,129,127,135
C230055K05Rik,23,25,31,67,52,63
C230062I16Rik,5,11,8,8,11,10
C230078M08Rik,839,1034,827,591,708,666
C230081A13Rik,801,645,749,400,317,430
C230096C10Rik,2321,2612,2643,2062,1939,1851
C2cd2,405,375,335,293,294,278
C2cd2l,3323,3642,3091,713,688,676
C2cd3,805,735,803,1704,1147,1458
C2cd4a,1,1,2,0,0,0
C2cd4b,218,204,214,21,23,13
C2cd4c,395,559,409,179,229,174
C3,54,20,57,11,9,8
C330005M16Rik,21,36,35,0,1,2
C330006D17Rik,15,21,15,19,16,16
C330006K01Rik,410,493,379,402,359,351
C330007P06Rik,970,880,887,530,480,584
C330011M18Rik,32,29,35,34,11,19
C330016O10Rik,304,299,230,133,138,111
C330018D20Rik,261,221,173,165,163,169
C330019G07Rik,1602,1698,1572,1439,1179,1383
C330019L16Rik,22,22,24,31,22,49
C330021F23Rik,1,3,2,5,5,5
C330022B21Rik,0,0,0,0,0,0
C330024D21Rik,0,0,0,1,2,1
C330027C09Rik,76,63,62,491,325,491
C330046G03Rik,5,7,14,3,4,2
C3ar1,73,32,66,25,16,20
C430048L16Rik,576,535,511,1058,1028,1204
C4a,202,131,203,63,58,46
C4b,793,493,735,11,19,20
C4bp,1,4,4,1,1,2
C530008M17Rik,2125,2588,1750,8671,7045,8085
C530025M09Rik,9,12,11,3,2,7
C530028O21Rik,3192,3739,3538,1074,1150,1038
C530030P08Rik,3,9,44,44,45,37
C5ar1,18,14,26,2,2,2
C6,0,1,0,0,1,0
C630004H02Rik,2224,2622,2422,1208,1165,1015
C630050I24Rik,0,0,0,0,0,0
C730007P19Rik,0,0,0,0,0,0
C730048C13Rik,0,0,2,1,4,3
C77080,436,546,412,318,261,287
C77370,1043,1036,926,2719,2515,3538
C78339,2136,2017,2060,2651,2249,3002
C79407,21,11,20,320,220,287
C80913,1234,1039,1011,881,1023,996
C85492,742,831,652,439,431,344
C87414,0,0,1,0,0,0
C87436,378,321,381,350,368,377
C87499,0,0,0,0,0,0
C8a,2,1,0,3,2,1
C8b,2,0,0,9,9,2
C8g,28,28,31,49,56,46
C9,1,0,1,0,0,0
C920016K16Rik,316,307,311,455,513,548
CAAA01024381.1.17461.1,0,0,0,0,0,0
CAAA01037531.1.36077.2,33,26,29,10,7,9
CAAA01063301.1.14355.1,1,9,4,2,3,0
CAAA01070929.1.32247.1,11,6,9,13,10,12
CAAA01077346.1.823.1,0,0,0,0,1,1
CAAA01079092.1.6460.1,0,0,0,0,0,0
CAAA01091013.1.14907.1,0,0,0,0,0,0
CAAA01093111.1.7497.1,0,0,0,1,0,0
CAAA01098150.1.2208.1,0,0,0,0,0,0
CAAA01112889.1.17505.1,0,0,0,0,0,0
CAAA01128729.1.15794.1,0,0,0,0,0,0
CAAA01131957.1.5356.1,0,0,0,0,0,0
CAAA01140679.1.6228.1,623,659,665,394,418,338
CAAA01141682.1.67857.1,28,34,22,37,30,46
CAAA01160968.1.8431.1,0,0,0,0,0,0
CAAA01165818.1.9819.1,0,0,0,0,0,0
CAAA01178233.1.28272.1,0,0,0,0,0,0
CAAA01179078.1.20098.1,0,2,0,0,1,0
CAAA01194877.1.25184.1,0,0,0,0,0,0
CAAA01200547.1.14955.1,0,0,0,0,0,0
CAAA01202578.1.17880.1,0,0,0,0,0,0
CAAA01203447.1.8274.1,0,0,0,0,0,0
CAAA01224611.1.25106.2,279,238,211,131,150,158
CH25-423E5.1,0,2,0,0,0,0
CH25-592M6.1,0,2,0,0,0,0
CH36-125B10.3,10,9,17,12,17,18
CH36-125B10.5,25,28,18,36,22,34
CH36-125B10.6,19,25,21,50,34,54
CH36-125B10.7,1,0,0,5,6,2
CK137956,31,30,36,22,23,25
CPEB3_ribozyme,1,0,0,0,0,0
CR387995.1,0,0,0,0,0,0
CR387995.2,0,0,0,0,0,0
CR762384.1,0,0,0,0,0,0
CR956641.2,0,0,0,0,0,0
CR974423.1,3,0,0,0,3,1
CR974423.2,0,0,0,0,0,0
CR974428.1,19,30,16,7,5,8
CR974430.1,460,440,370,186,173,223
CR974439.1,0,0,0,0,0,0
CR974439.2,0,0,0,0,0,0
CR974444.3,11,4,2,5,6,5
CR974451.2,510,544,582,784,772,692
CR974457.1,1,0,0,0,0,0
CR974457.5,0,0,0,0,0,0
CR974457.6,0,0,1,0,1,1
CR974462.1,0,0,0,0,0,0
CR974462.2,60,46,50,14,15,10
CR974466.1,0,0,0,0,0,0
CR974466.2,0,0,0,1,0,1
CR974466.3,161,118,130,154,140,167
CR974483.2,0,1,2,0,1,2
CR974486.1,0,0,0,0,0,0
CR974568.1,0,1,2,0,0,1
CR974568.2,0,0,0,0,0,1
CR974586.1,28,10,24,2,7,4
CR974586.2,6,0,1,0,0,0
CR974586.3,22,21,14,10,6,15
CT009486.1,2878,3163,2659,11483,10817,8843
CT009486.2,0,1,3,0,3,1
CT009512.1,1,1,1,0,0,0
CT009518.1,1229,1362,1621,3288,3184,2477
CT009534.2,508,585,822,434,382,382
CT009541.1,10,8,7,0,0,0
CT009550.1,251,289,423,888,1028,848
CT009594.1,1008,691,683,1808,2232,2217
CT009594.2,0,0,0,0,0,0
CT009632.1,4354,3738,3837,8807,9442,9321
CT009696.1,0,0,0,2,2,3
CT009708.1,26,20,27,103,74,85
CT009708.2,1,0,0,1,1,0
CT009715.1,835,845,858,1718,1790,1639
CT009718.1,0,0,0,1,0,1
CT009718.3,0,0,0,0,0,0
CT009734.1,0,0,0,2,0,2
CT009748.1,0,0,0,0,0,0
CT009754.1,1335,1337,1246,1559,1671,1738
CT009755.1,0,1,0,1,0,0
CT009755.2,0,0,1,0,0,0
CT009755.3,0,0,0,0,0,0
CT009765.1,26,22,27,8,13,10
CT010433.1,21,25,31,19,24,21
CT010439.1,162,132,97,53,87,72
CT010440.1,994,1156,1141,83,111,93
CT010465.1,0,0,0,0,0,0
CT010467.3,1261,1614,1391,1120,923,964
CT010470.1,4,3,6,1,0,0
CT010471.3,47,42,39,54,53,48
CT010479.1,0,0,0,0,1,0
CT010480.1,0,0,0,0,0,0
CT010491.1,0,0,0,0,0,0
CT010493.1,0,0,0,0,0,0
CT010493.2,0,0,0,0,0,0
CT010498.1,0,0,0,0,0,0
CT010502.2,0,0,0,0,0,0
CT010509.1,9,6,4,3,0,1
CT010580.1,0,0,0,0,0,0
CT010583.1,0,0,0,0,0,0
CT010583.2,503,488,413,699,812,815
CT010584.1,924,894,719,547,566,606
CT025531.1,546,581,580,1175,1040,1073
CT025531.2,202,213,211,2,4,1
CT025556.3,2473,2704,2451,5167,5325,3995
CT025557.1,0,0,0,0,0,0
CT025587.1,710,730,775,1856,1716,1535
CT025592.1,0,1,0,0,0,0
CT025601.1,67,93,89,94,78,91
CT025603.1,0,0,0,0,0,0
CT025605.1,1,0,0,0,1,0
CT025612.1,0,0,0,0,0,0
CT025616.1,0,1,3,1,0,0
CT025619.2,232,157,211,315,373,419
CT025624.1,19,7,16,2,3,2
CT025645.1,4097,3730,3727,4527,4842,4379
CT025653.1,0,2,1,0,0,0
CT025653.2,463,395,391,507,476,527
CT025664.1,0,0,0,0,0,0
CT025664.2,0,0,0,0,0,0
CT025667.1,143,144,125,115,86,147
CT025680.1,0,0,0,0,0,0
CT025681.1,0,2,0,0,1,1
CT025694.1,0,1,1,0,0,0
CT025701.1,935,1004,949,623,680,580
CT025701.2,0,0,0,0,0,0
CT025709.1,5,7,3,10,7,5
CT025845.1,0,0,0,0,0,0
CT027556.2,2520,2532,2373,6994,6757,6423
CT030001.1,0,0,0,0,2,1
CT030013.1,7,12,1,10,2,6
CT030161.1,0,0,0,0,0,0
CT030166.1,263,276,313,485,426,500
CT030167.1,182,150,128,176,125,172
CT030170.1,126,133,125,178,138,163
CT030170.2,0,0,0,0,0,0
CT030181.1,169,174,272,104,92,86
CT030182.1,1,3,2,0,0,0
CT030184.4,3806,4562,3414,5431,4885,5642
CT030190.1,0,0,0,0,0,0
CT030194.1,2,2,1,0,1,0
CT030194.2,0,0,0,0,0,0
CT030226.1,13941,9167,5376,3572,2304,1653
CT030240.1,0,0,0,1,0,1
CT030242.2,1077,1031,998,1051,769,1013
CT030259.1,4,7,2,9,2,3
CT030634.1,0,0,0,0,0,0
CT030634.10,0,0,1,0,0,0
CT030634.11,0,0,0,0,0,0
CT030634.12,0,0,0,0,0,0
CT030634.13,0,0,0,0,0,0
CT030634.14,0,0,0,0,0,0
CT030634.15,0,0,1,0,0,0
CT030634.16,0,0,0,0,0,0
CT030634.17,0,0,0,0,0,0
CT030634.18,0,0,0,1,0,0
CT030634.19,0,0,0,0,0,0
CT030634.2,0,0,0,0,0,0
CT030634.20,0,0,0,0,0,0
CT030634.21,0,0,0,0,0,0
CT030634.22,0,0,0,0,1,0
CT030634.23,0,0,0,0,0,0
CT030634.24,0,0,0,0,0,0
CT030634.25,0,0,1,0,0,0
CT030634.26,0,0,0,0,0,0
CT030634.27,0,0,0,0,0,0
CT030634.28,0,0,0,0,0,0
CT030634.29,0,0,0,0,0,0
CT030634.3,0,0,0,0,0,0
CT030634.30,0,0,0,0,0,0
CT030634.31,7,2,2,0,0,0
CT030634.32,0,0,0,0,0,1
CT030634.33,0,0,0,0,0,0
CT030634.34,0,0,0,0,0,0
CT030634.35,0,0,0,0,0,0
CT030634.37,0,0,0,0,0,0
CT030634.38,0,0,0,0,0,0
CT030634.39,0,0,0,0,0,0
CT030634.4,0,0,0,0,0,0
CT030634.40,0,0,0,0,0,0
CT030634.41,0,0,0,0,0,0
CT030634.42,0,0,0,0,0,0
CT030634.43,0,0,0,0,0,0
CT030634.44,0,0,0,0,0,0
CT030634.45,0,0,0,0,0,0
CT030634.46,0,0,0,0,0,0
CT030634.47,0,0,0,0,0,0
CT030634.48,0,0,0,0,0,0
CT030634.49,0,0,0,0,0,0
CT030634.5,0,0,0,0,0,0
CT030634.50,0,0,0,0,0,0
CT030634.51,0,0,0,0,0,0
CT030634.52,0,0,0,0,0,0
CT030634.53,0,0,1,0,0,0
CT030634.54,0,0,0,0,0,0
CT030634.55,0,0,0,0,0,0
CT030634.56,0,0,0,0,0,0
CT030634.57,0,0,0,0,0,0
CT030634.58,0,0,0,0,0,0
CT030634.59,0,0,0,0,0,0
CT030634.6,1,0,0,0,0,0
CT030634.60,0,0,0,0,0,0
CT030634.61,0,0,0,0,0,0
CT030634.7,0,0,0,0,0,0
CT030634.8,0,0,0,0,0,0
CT030634.9,0,0,0,0,0,0
CT030635.1,750,794,937,892,863,841
CT030637.1,0,0,0,0,0,0
CT030657.1,44,37,32,37,28,36
CT030687.1,17,12,5,8,10,12
CT030702.1,0,0,0,0,0,0
CT030702.2,1,6,5,7,5,6
CT030728.1,48,24,58,10,6,4
CT030728.2,0,0,0,0,0,0
CT030728.4,0,0,0,0,0,0
CT030728.5,35,45,31,109,100,108
CT030728.6,25,14,22,5,2,5
CT030728.7,0,0,0,1,0,0
CT030728.8,18,17,13,4,2,1
CT030732.2,67,63,59,555,401,373
CT030733.2,0,0,0,0,0,0
CT030734.1,0,1,0,0,1,0
CT030736.1,23,24,23,0,1,2
CT033750.1,0,0,1,1,0,3
CT033756.1,2,2,3,0,3,4
CT033756.2,2,1,3,1,3,6
CT033756.3,3,7,11,5,4,8
CT033776.7,0,0,0,0,0,0
CT476831.1,0,0,0,1,3,3
CT485609.1,0,0,0,0,0,0
CT485609.2,0,0,0,0,0,0
CT485609.3,0,0,0,0,0,0
CT485609.4,0,0,0,0,0,0
CT485609.5,0,0,0,0,0,0
CT485612.1,1,0,2,0,1,2
CT485612.2,17,33,44,69,48,50
CT485612.3,0,0,1,1,0,0
CT485613.2,1,1,4,2,2,4
CT485616.1,10,15,3,11,7,15
CT485788.1,0,0,0,0,0,0
CT485788.2,3920,4831,4442,7052,7179,5595
CT485788.3,2,2,2,8,9,9
CT485999.1,0,0,0,0,0,0
CT486008.1,0,0,0,0,0,0
CT571241.1,0,0,0,0,0,0
CT571247.1,0,0,0,0,0,0
CT571249.1,22,11,12,5,6,6
CT571267.1,1,2,1,0,0,0
CT571271.1,0,1,0,0,0,0
CT571277.2,3377,3430,3732,7036,7263,6659
CT572998.1,16,11,11,18,15,18
CT573030.2,0,0,0,0,0,0
CT573031.3,0,0,0,0,0,0
CT573034.1,0,0,0,2,0,1
CT573034.3,0,0,2,1,0,0
CT573086.1,0,0,0,0,0,0
CT573086.2,2775,2497,2619,5682,6032,5699
CT573100.1,33,53,42,2,2,2
CT867957.1,659,722,744,1390,1355,1334
CT867961.1,1,0,1,0,0,0
CT867961.2,0,0,0,0,0,0
CT867961.3,1,0,0,0,0,0
CT868690.1,13,2,7,0,2,2
CT868690.2,22,21,14,10,6,15
CT868692.1,1,0,1,0,0,0
CT868723.1,15,13,27,15,15,14
CT868723.2,349,353,371,209,193,211
CT868723.3,1041,1298,948,559,566,522
CT868723.4,23,5,19,2,4,2
CT868723.5,0,2,1,1,2,0
CT868732.1,0,0,0,0,0,0
CT868734.1,0,0,0,0,0,0
CT954253.1,0,0,0,0,0,0
CT954323.1,0,0,0,0,0,0
CT954323.2,141,147,124,129,149,122
CT954323.3,22,13,9,11,10,15
CT954323.4,5,1,5,3,1,3
CT954323.5,0,0,1,0,3,0
CT956049.1,0,0,0,0,0,0
CT956049.2,1,0,0,0,0,0
CU025214.1,0,0,0,0,0,0
CU041226.1,0,0,0,0,0,0
CU041227.1,0,0,0,0,0,0
CU041236.1,0,0,0,0,0,0
CU062436.1,4,1,2,4,7,6
CU207331.1,0,0,0,0,0,0
Cab39,4507,4128,3861,3377,3154,3500
Cab39l,412,367,292,144,166,154
Cabc1,1005,870,966,70,53,61
Cabin1,2093,2279,2186,2642,2304,2409
Cables1,618,541,570,219,214,221
Cables2,640,741,749,1177,1034,1097
Cabp1,2911,2950,3192,745,758,560
Cabp2,1,0,1,0,0,0
Cabp4,11,9,8,11,12,14
Cabp5,2,4,8,9,5,3
Cabp7,1341,1056,1229,132,115,107
Cabyr,275,288,349,60,79,95
Cachd1,624,667,564,1197,899,993
Cacna1a,4370,5032,4794,1550,1521,1580
Cacna1b,3079,3469,3327,3671,3254,3524
Cacna1c,1795,1720,1908,2173,1778,1972
Cacna1d,1269,1214,1356,1612,1466,1648
Cacna1e,6681,5871,7062,4553,3707,4735
Cacna1f,20,13,29,12,11,16
Cacna1g,2387,2759,2463,1846,1641,1688
Cacna1h,1785,1801,2018,4960,4070,4358
Cacna1i,2753,3109,3289,564,631,652
Cacna1s,22,31,14,4,2,2
Cacna2d1,2735,2372,2301,1716,1550,2247
Cacna2d2,1289,1811,1852,1901,1335,1386
Cacna2d3,2445,2607,3018,621,693,775
Cacna2d4,64,99,63,2,4,3
Cacnb1,3038,3854,2975,1633,1655,1462
Cacnb2,1432,1206,1331,186,160,213
Cacnb3,5615,6931,6123,5657,5634,4689
Cacnb4,4629,3593,4102,918,808,1020
Cacng1,3,3,2,28,27,19
Cacng2,1805,2004,1821,801,855,747
Cacng3,1025,1077,954,119,170,124
Cacng4,1080,1254,963,4401,4674,4419
Cacng5,336,353,301,242,169,206
Cacng6,12,8,4,3,2,0
Cacng7,3642,4343,3689,3025,2733,2480
Cacng8,970,919,770,262,306,276
Cacybp,1483,1368,1142,1776,1716,1792
Cad,687,756,716,1850,1588,1700
Cadm1,4576,4236,4566,6354,5541,6243
Cadm2,6413,5733,5192,2485,2031,3181
Cadm3,11022,12903,11614,6086,6704,6458
Cadm4,7036,9483,7084,8274,8687,6843
Cadps,6285,6305,6096,3122,2523,3197
Cadps2,1935,2225,2010,212,212,251
Cage1,93,89,85,31,34,41
Calb1,3781,3052,2823,298,385,416
Calb2,1115,1433,893,435,458,394
Calca,20,21,14,0,6,3
Calcb,2,1,2,0,0,1
Calcoco1,1997,1998,2094,2667,2324,2013
Calcoco2,1,0,1,0,0,0
Calcr,9,35,8,9,9,7
Calcrl,160,148,129,65,45,57
Cald1,780,797,654,973,840,793
Calhm2,84,109,84,11,8,17
Calm1,69817,66099,69667,15251,16607,17369
Calm2,24087,22209,23148,9198,10827,11166
Calm3,35817,40593,39019,13374,14426,12109
Calm4,0,0,0,0,0,0
Calm5,0,0,0,0,0,0
Calml3,0,0,0,0,0,0
Calml4,54,60,50,2,2,1
Caln1,1745,1610,1655,485,540,580
Calr,7596,9152,9190,6372,7015,5993
Calr3,29,31,37,16,15,15
Calr4,13,15,12,7,5,4
Calu,1783,2124,1874,3049,2789,2935
Caly,2970,3475,2700,713,918,818
Camk1,1122,1359,1317,767,947,815
Camk1d,4497,3478,4283,1162,1110,1220
Camk1g,803,598,643,675,742,712
Camk2a,77392,73889,88322,1635,1697,1559
Camk2b,21960,21922,22349,8118,9558,8896
Camk2d,2644,2658,2156,850,676,774
Camk2g,5326,5417,5714,2583,2491,2435
Camk2n1,43812,40676,41993,1526,1751,1659
Camk2n2,1738,1774,1382,834,914,817
Camk4,2318,2164,2092,379,385,441
Camkk1,3028,2517,3802,630,648,568
Camkk2,3659,4381,3931,1329,1422,1269
Camkv,11887,11686,12737,4222,5345,4450
Caml,654,698,593,803,811,759
Camp,4,2,3,0,2,3
Camsap1,3003,3087,2950,6165,5711,5806
Camsap1l1,5407,4993,4996,5849,5545,6163
Camta1,8127,6809,6623,4353,3963,4421
Camta2,8376,7982,7523,1224,1113,1007
Cand1,3955,3930,3876,4212,3844,4318
Cand2,104,136,107,894,625,685
Cant1,1165,1329,1216,1434,1344,1210
Canx,9980,10136,9041,5883,6256,6860
Cap1,4850,4921,5056,2821,3000,2690
Cap2,4775,4905,5338,525,428,442
Capg,47,34,46,27,13,22
Capn1,462,481,500,55,68,51
Capn10,552,655,547,972,898,892
Capn11,100,6,60,2,341,121
Capn12,4,21,10,1,1,0
Capn13,0,0,0,0,1,0
Capn2,1704,1599,1616,1426,1402,1433
Capn3,143,136,176,11,8,6
Capn5,1196,1546,1210,905,909,907
Capn6,36,37,56,111,78,109
Capn7,1087,1021,1059,1721,1816,2262
Capn8,0,0,0,0,0,0
Capn9,3,5,2,0,1,2
Capns1,2807,3263,3017,1982,2088,1922
Capns2,6,5,8,18,10,18
Caprin1,5276,5374,4848,13370,12141,13797
Caprin2,187,171,138,273,275,312
Caps2,3,4,5,4,8,11
Capsl,53,51,26,3,5,11
Capza1,774,733,643,1609,1367,1722
Capza2,4778,4020,4086,2532,2445,2939
Capza3,0,0,0,0,0,0
Capzb,4478,4677,4349,2864,2873,2529
Car1,0,2,2,0,0,0
Car10,2684,2978,2772,307,312,274
Car11,3414,3686,3350,846,982,770
Car12,458,396,469,51,56,63
Car13,46,33,26,3,2,2
Car14,212,271,185,28,24,15
Car15,27,37,29,24,17,26
Car2,2337,3027,2145,71,67,78
Car3,14,19,15,12,12,8
Car4,770,738,892,14,27,23
Car5a,7,3,2,0,3,2
Car5b,101,90,75,10,9,21
Car6,0,0,1,0,0,0
Car7,386,337,351,14,10,17
Car8,246,356,322,95,104,108
Car9,15,15,13,0,4,0
Card10,134,164,164,77,89,89
Card11,8,5,5,1,1,1
Card14,12,12,7,8,2,1
Card6,68,68,71,22,16,19
Card9,55,69,88,30,33,18
Carf,252,199,233,194,143,232
Carhsp1,319,365,311,589,558,456
Carkd,713,777,829,1073,1020,909
Carm1,1141,1248,1199,2164,1776,1770
Carns1,192,211,222,39,58,32
Cars,772,754,838,1084,1173,1044
Cars2,186,243,261,451,540,450
Cartpt,170,295,218,1,4,1
Casc1,19,22,27,16,15,13
Casc3,1355,1560,1539,2690,2502,2261
Casc4,2105,2182,1989,2456,2125,2465
Casc5,8,7,8,427,187,347
Casd1,1453,1421,1457,1227,984,1252
Cask,2163,2272,1911,4131,3800,4414
Caskin1,3909,5283,4188,3191,3010,2751
Caskin2,605,842,632,483,345,336
Casp1,39,23,38,6,4,5
Casp12,16,8,14,1,1,1
Casp14,0,0,0,0,0,0
Casp2,196,262,232,1322,1059,1245
Casp3,263,324,249,5508,6128,5669
Casp4,10,4,8,1,2,0
Casp6,75,73,56,219,178,177
Casp7,61,64,55,150,167,176
Casp8,52,59,64,55,41,30
Casp8ap2,419,360,376,1077,730,1097
Casp9,506,526,503,579,569,556
Casq1,18,22,43,88,74,59
Casq2,41,63,52,5,5,5
Casr,18,43,11,5,7,7
Cass4,4,19,12,3,8,6
Cast,127,95,104,47,28,32
Casz1,175,230,166,73,59,67
Cat,854,995,775,1062,1034,1050
Catsper1,0,0,0,0,0,0
Catsper2,109,93,93,119,138,162
Catsper3,0,4,4,4,0,1
Catsper4,0,0,1,0,1,0
Catsperb,0,0,0,0,0,0
Catsperg1,32,40,26,129,177,148
Catsperg2,11,20,17,54,73,62
Cav1,268,330,248,381,449,457
Cav2,637,526,502,64,90,85
Cav3,2,1,5,0,0,0
Cbara1,1927,1955,1931,1030,1037,956
Cbfa2t2,1403,1330,1341,2198,1997,2240
Cbfa2t2-ps1,105,108,92,185,131,143
Cbfa2t3,511,992,486,950,822,829
Cbfb,495,475,431,1167,998,1200
Cbl,747,710,731,1078,692,1057
Cblb,624,532,566,2015,1500,1983
Cblc,1,0,0,3,5,9
Cbll1,504,488,484,844,848,887
Cbln1,355,569,301,563,646,581
Cbln2,588,586,577,359,436,460
Cbln3,13,24,75,13,20,16
Cbln4,415,356,364,93,103,103
Cbr1,1240,1341,1044,1074,1099,979
Cbr2,10,23,23,0,1,0
Cbr3,158,223,202,12,12,17
Cbr4,220,175,205,157,156,151
Cbs,842,694,967,278,283,300
Cbwd1,221,179,195,155,176,180
Cbx1,634,684,665,2523,2348,2540
Cbx2,55,98,64,785,569,602
Cbx3,1734,1661,1687,3909,3873,4233
Cbx3-ps3,0,0,0,0,0,1
Cbx4,1222,1641,1063,715,663,667
Cbx5,5647,5382,5157,9977,8889,10677
Cbx6,9769,12186,10086,2125,2101,1788
Cbx6-Nptxr,0,0,0,0,0,0
Cbx7,1324,1062,1371,186,178,188
Cbx8,248,337,195,535,468,400
